#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery_2
#Date Time: 2026-04-21 09:02:44.995
#Sample rate: 800000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Either Level: 3 V Hyst.: 50 mV HoldOff: 0 s
#Channel 1: Range: 1 V/div Offset: 0 V Sample Mode: Average

Time (s),Channel 1 (V)
-0.005119500000000001,0.0021789377795077
-0.00511825,0.0021789377795077
-0.005117,0.0021789377795077
-0.005115750000000001,0.0021789377795077
-0.0051145,-0.005261588455187725
-0.005113250000000001,0.0021789377795077
-0.005112,-0.001541325337840012
-0.005110750000000001,-0.005261588455186032
-0.0051095,0.01333972713155084
-0.00510825,-0.005261588455184341
-0.005107,0.0021789377795077
-0.00510575,0.0021789377795077
-0.005104500000000001,0.0021789377795077
-0.00510325,0.005899200896855413
-0.005102000000000001,-0.001541325337840012
-0.00510075,-0.001541325337840012
-0.005099500000000001,0.002178937779506009
-0.00509825,0.009619464014203126
-0.005097,0.005899200896853722
-0.00509575,0.0021789377795077
-0.0050945,-0.001541325337840012
-0.005093250000000001,-0.001541325337840012
-0.005092,0.0021789377795077
-0.005090750000000001,-0.00154132533783832
-0.0050895,0.0021789377795077
-0.005088250000000001,-0.005261588455184341
-0.005087,-0.005261588455187725
-0.00508575,0.002178937779509392
-0.0050845,0.005899200896855413
-0.00508325,0.0021789377795077
-0.005082000000000001,-0.005261588455187725
-0.00508075,-0.001541325337840012
-0.005079500000000001,0.002178937779506009
-0.00507825,-0.001541325337840012
-0.005077000000000001,0.002178937779506009
-0.00507575,-0.005261588455187725
-0.0050745,-0.00154132533783832
-0.005073250000000001,0.0021789377795077
-0.005072,-0.001541325337840012
-0.005070750000000001,0.0021789377795077
-0.0050695,0.005899200896855413
-0.005068250000000001,0.002178937779509392
-0.005067,0.005899200896855413
-0.00506575,0.0021789377795077
-0.0050645,0.0021789377795077
-0.00506325,-0.001541325337841704
-0.005062000000000001,-0.005261588455187725
-0.00506075,-0.001541325337840012
-0.005059500000000001,0.0021789377795077
-0.00505825,-0.008981851572535436
-0.005057000000000001,0.002178937779502624
-0.00505575,0.005899200896855413
-0.0050545,0.002178937779506009
-0.00505325,-0.001541325337840012
-0.005052,-0.001541325337841704
-0.005050750000000001,-0.005261588455187725
-0.0050495,0.009619464014203126
-0.005048250000000001,0.009619464014203126
-0.005047,0.0021789377795077
-0.005045750000000001,0.0021789377795077
-0.0050445,-0.001541325337840012
-0.00504325,0.002178937779504317
-0.005042,-0.005261588455187725
-0.00504075,0.009619464014203126
-0.005039500000000001,0.0021789377795077
-0.00503825,0.0021789377795077
-0.005037000000000001,0.005899200896853722
-0.00503575,0.005899200896855413
-0.005034500000000001,-0.001541325337836629
-0.00503325,-0.005261588455187725
-0.005032,0.005899200896857104
-0.00503075,0.009619464014203126
-0.0050295,-0.005261588455187725
-0.005028250000000001,0.005899200896855413
-0.005027,0.0021789377795077
-0.005025750000000001,-0.00154132533783832
-0.0050245,0.005899200896855413
-0.00502325,-0.005261588455187725
-0.005022,-0.005261588455187725
-0.00502075,0.002178937779506009
-0.005019500000000001,-0.001541325337840012
-0.00501825,-0.001541325337840012
-0.005017000000000001,0.0021789377795077
-0.00501575,-0.001541325337840012
-0.005014500000000001,0.002178937779506009
-0.00501325,-0.008981851572535436
-0.005012,-0.001541325337836629
-0.00501075,0.005899200896855413
-0.0050095,0.005899200896853722
-0.005008250000000001,0.0021789377795077
-0.005007,0.005899200896855413
-0.005005750000000001,0.005899200896855413
-0.0050045,0.005899200896855413
-0.005003250000000001,0.002178937779509392
-0.005002,-0.008981851572535436
-0.00500075,-0.008981851572533745
-0.0049995,-0.005261588455187725
-0.00499825,0.009619464014203126
-0.004997000000000001,0.009619464014203126
-0.00499575,-0.001541325337840012
-0.004994500000000001,-0.001541325337840012
-0.00499325,-0.005261588455187725
-0.004992000000000001,-0.001541325337841704
-0.00499075,-0.001541325337840012
-0.0049895,-0.008981851572530361
-0.00498825,0.0021789377795077
-0.004987,0.009619464014203126
-0.004985750000000001,-0.005261588455187725
-0.0049845,-0.005261588455187725
-0.004983250000000001,-0.008981851572533745
-0.004982,-0.005261588455187725
-0.00498075,0.00589920089685203
-0.0049795,-0.001541325337840012
-0.00497825,0.002178937779509392
-0.004977000000000001,0.005899200896855413
-0.00497575,0.0021789377795077
-0.004974500000000001,0.009619464014203126
-0.00497325,0.0021789377795077
-0.004972000000000001,0.0021789377795077
-0.00497075,-0.001541325337840012
-0.0049695,-0.005261588455184341
-0.00496825,0.0021789377795077
-0.004967,-0.005261588455180957
-0.004965750000000001,0.009619464014203126
-0.0049645,0.0021789377795077
-0.004963250000000001,0.005899200896855413
-0.004962,-0.005261588455187725
-0.004960750000000001,-0.01642237780722578
-0.0049595,0.0021789377795077
-0.00495825,0.005899200896853722
-0.004957,0.0021789377795077
-0.00495575,-0.001541325337840012
-0.004954500000000001,-0.001541325337840012
-0.00495325,-0.008981851572535436
-0.004952000000000001,0.002178937779502624
-0.00495075,0.0021789377795077
-0.004949500000000001,0.0021789377795077
-0.00494825,0.0021789377795077
-0.004947,-0.008981851572530361
-0.00494575,0.0021789377795077
-0.0049445,-0.001541325337840012
-0.004943250000000001,0.005899200896855413
-0.004942,0.009619464014203126
-0.004940750000000001,0.005899200896857104
-0.0049395,-0.008981851572535436
-0.004938250000000001,0.002178937779502624
-0.004937,0.009619464014203126
-0.00493575,0.002178937779502625
-0.004934500000000001,-0.008981851572535436
-0.00493325,0.0021789377795077
-0.004932000000000001,0.005899200896855413
-0.00493075,0.0021789377795077
-0.004929500000000001,-0.00154132533783832
-0.00492825,-0.001541325337840012
-0.004927,0.002178937779504317
-0.00492575,-0.005261588455187725
-0.0049245,-0.001541325337836629
-0.004923250000000001,0.005899200896855413
-0.004922,-0.001541325337840012
-0.004920750000000001,-0.001541325337840012
-0.0049195,-0.008981851572535436
-0.004918250000000001,0.009619464014194666
-0.004917,0.0021789377795077
-0.00491575,0.005899200896853722
-0.0049145,0.0021789377795077
-0.00491325,-0.001541325337843396
-0.004912000000000001,-0.008981851572535436
-0.00491075,0.0021789377795077
-0.004909500000000001,0.0021789377795077
-0.00490825,0.005899200896855413
-0.004907000000000001,0.005899200896855413
-0.00490575,0.009619464014203126
-0.0049045,-0.005261588455179266
-0.00490325,0.01333972713155084
-0.004902,-0.001541325337840012
-0.004900750000000001,-0.005261588455187725
-0.0048995,0.0021789377795077
-0.004898250000000001,-0.00154132533783832
-0.004897,0.005899200896855413
-0.004895750000000001,-0.001541325337836629
-0.0048945,0.0021789377795077
-0.00489325,-0.001541325337841704
-0.004892000000000001,-0.005261588455187725
-0.00489075,0.005899200896855413
-0.004889500000000001,-0.001541325337840012
-0.00488825,0.0021789377795077
-0.004887000000000001,0.009619464014199743
-0.00488575,0.009619464014203126
-0.0048845,0.009619464014199743
-0.00488325,0.0021789377795077
-0.004882,-0.001541325337840012
-0.004880750000000001,-0.001541325337840012
-0.0048795,-0.01270211468988315
